SMILES,LogS,Temperature_K,Compound_Name,CAS,PubChem_CID,FDA_Approved,Source,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotBonds,NumAromRings,HeavyAtomCount,RingCount,FractionCSP3
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.332365071784695,283.15,Glyburide,10238-21-8,3488.0,Yes,10.1016/j.jct.2023.107195,494.0130000000003,3.641700000000003,113.6,3,5,8,2,33,3,0.391304347826087
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.309818715274468,288.15,Glyburide,10238-21-8,3488.0,Yes,10.1016/j.jct.2023.107195,494.0130000000003,3.641700000000003,113.6,3,5,8,2,33,3,0.391304347826087
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.235636816423009,293.15,Glyburide,10238-21-8,3488.0,Yes,10.1016/j.jct.2023.107195,494.0130000000003,3.641700000000003,113.6,3,5,8,2,33,3,0.391304347826087
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.148690616533851,298.15,Glyburide,10238-21-8,3488.0,Yes,10.1016/j.jct.2023.107195,494.0130000000003,3.641700000000003,113.6,3,5,8,2,33,3,0.391304347826087
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.0432135998167125,303.15,Glyburide,10238-21-8,3488.0,Yes,10.1016/j.jct.2023.107195,494.0130000000003,3.641700000000003,113.6,3,5,8,2,33,3,0.391304347826087
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-4.897451985235861,308.15,Glyburide,10238-21-8,3488.0,Yes,10.1016/j.jct.2023.107195,494.0130000000003,3.641700000000003,113.6,3,5,8,2,33,3,0.391304347826087
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-4.748481138756421,313.15,Glyburide,10238-21-8,3488.0,Yes,10.1016/j.jct.2023.107195,494.0130000000003,3.641700000000003,113.6,3,5,8,2,33,3,0.391304347826087
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-4.602659631418051,318.15,Glyburide,10238-21-8,3488.0,Yes,10.1016/j.jct.2023.107195,494.0130000000003,3.641700000000003,113.6,3,5,8,2,33,3,0.391304347826087
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-4.3666541399120975,323.15,Glyburide,10238-21-8,3488.0,Yes,10.1016/j.jct.2023.107195,494.0130000000003,3.641700000000003,113.6,3,5,8,2,33,3,0.391304347826087
COc1ccc2cccc(CCNC(C)=O)c2c1,-3.000366973014144,278.15,Agomelatine,138112-76-2,82148.0,Yes,10.1016/j.jct.2023.107209,243.30599999999995,2.527,38.33,1,2,4,2,18,2,0.2666666666666666
COc1ccc2cccc(CCNC(C)=O)c2c1,-2.793353981728764,283.15,Agomelatine,138112-76-2,82148.0,Yes,10.1016/j.jct.2023.107209,243.30599999999995,2.527,38.33,1,2,4,2,18,2,0.2666666666666666
COc1ccc2cccc(CCNC(C)=O)c2c1,-2.5941926873756875,288.15,Agomelatine,138112-76-2,82148.0,Yes,10.1016/j.jct.2023.107209,243.30599999999995,2.527,38.33,1,2,4,2,18,2,0.2666666666666666
COc1ccc2cccc(CCNC(C)=O)c2c1,-2.420692028490669,293.15,Agomelatine,138112-76-2,82148.0,Yes,10.1016/j.jct.2023.107209,243.30599999999995,2.527,38.33,1,2,4,2,18,2,0.2666666666666666
COc1ccc2cccc(CCNC(C)=O)c2c1,-2.181318683117622,298.15,Agomelatine,138112-76-2,82148.0,Yes,10.1016/j.jct.2023.107209,243.30599999999995,2.527,38.33,1,2,4,2,18,2,0.2666666666666666
COc1ccc2cccc(CCNC(C)=O)c2c1,-2.05063176530584,303.15,Agomelatine,138112-76-2,82148.0,Yes,10.1016/j.jct.2023.107209,243.30599999999995,2.527,38.33,1,2,4,2,18,2,0.2666666666666666
COc1ccc2cccc(CCNC(C)=O)c2c1,-1.8636753755643751,308.15,Agomelatine,138112-76-2,82148.0,Yes,10.1016/j.jct.2023.107209,243.30599999999995,2.527,38.33,1,2,4,2,18,2,0.2666666666666666
COc1ccc2cccc(CCNC(C)=O)c2c1,-1.6790776297905274,313.15,Agomelatine,138112-76-2,82148.0,Yes,10.1016/j.jct.2023.107209,243.30599999999995,2.527,38.33,1,2,4,2,18,2,0.2666666666666666
COc1ccc2cccc(CCNC(C)=O)c2c1,-1.5185159974967055,318.15,Agomelatine,138112-76-2,82148.0,Yes,10.1016/j.jct.2023.107209,243.30599999999995,2.527,38.33,1,2,4,2,18,2,0.2666666666666666
Cl.N=C(N)Nc1ccc(C(=O)O)cc1,-0.5286803705160632,298.05,4-guanidinobenzoic acid hydrochloride,42823-46-1,3084875.0,No,10.1016/j.jct.2023.107230,215.64,1.11197,99.2,4,2,2,1,14,1,0.0
Cl.N=C(N)Nc1ccc(C(=O)O)cc1,-0.419039446861118,304.55,4-guanidinobenzoic acid hydrochloride,42823-46-1,3084875.0,No,10.1016/j.jct.2023.107230,215.64,1.11197,99.2,4,2,2,1,14,1,0.0
Cl.N=C(N)Nc1ccc(C(=O)O)cc1,-0.3082016127925271,309.95,4-guanidinobenzoic acid hydrochloride,42823-46-1,3084875.0,No,10.1016/j.jct.2023.107230,215.64,1.11197,99.2,4,2,2,1,14,1,0.0
Cl.N=C(N)Nc1ccc(C(=O)O)cc1,-0.2219893951257228,314.85,4-guanidinobenzoic acid hydrochloride,42823-46-1,3084875.0,No,10.1016/j.jct.2023.107230,215.64,1.11197,99.2,4,2,2,1,14,1,0.0
Cl.N=C(N)Nc1ccc(C(=O)O)cc1,-0.1427309526878684,318.55,4-guanidinobenzoic acid hydrochloride,42823-46-1,3084875.0,No,10.1016/j.jct.2023.107230,215.64,1.11197,99.2,4,2,2,1,14,1,0.0
Cl.N=C(N)Nc1ccc(C(=O)O)cc1,-0.064111976286544,323.55,4-guanidinobenzoic acid hydrochloride,42823-46-1,3084875.0,No,10.1016/j.jct.2023.107230,215.64,1.11197,99.2,4,2,2,1,14,1,0.0
Cl.N=C(N)Nc1ccc(C(=O)O)cc1,0.0018537612551679,328.85,4-guanidinobenzoic acid hydrochloride,42823-46-1,3084875.0,No,10.1016/j.jct.2023.107230,215.64,1.11197,99.2,4,2,2,1,14,1,0.0
Cl.N=C(N)Nc1ccc(C(=O)O)cc1,0.0843101938215312,333.65,4-guanidinobenzoic acid hydrochloride,42823-46-1,3084875.0,No,10.1016/j.jct.2023.107230,215.64,1.11197,99.2,4,2,2,1,14,1,0.0
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-3.714558373622522,283.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-3.613064519348937,288.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-3.50721487025262,293.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-3.404312266234216,298.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-3.296577403175018,303.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-3.1979097560191856,308.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-3.103380441116189,313.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-3.01143554524093,318.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-2.929828261382029,323.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,-2.8427532077546207,328.15,Fenbendazole,43210-67-9,3334.0,No,10.1016/j.jct.2023.107231,299.355,3.892400000000001,67.00999999999999,2,4,3,3,21,3,0.0666666666666666
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-4.225974638388824,283.15,Triamterene,396-01-0,5546.0,Yes,10.1016/j.jct.2024.107324,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,19,3,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-4.146108885091724,288.15,Triamterene,396-01-0,5546.0,Yes,10.1016/j.jct.2024.107324,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,19,3,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-4.078298443377151,293.15,Triamterene,396-01-0,5546.0,Yes,10.1016/j.jct.2024.107324,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,19,3,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-4.00357854504625,298.15,Triamterene,396-01-0,5546.0,Yes,10.1016/j.jct.2024.107324,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,19,3,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-3.924079357976187,303.15,Triamterene,396-01-0,5546.0,Yes,10.1016/j.jct.2024.107324,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,19,3,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-3.836794238455036,308.15,Triamterene,396-01-0,5546.0,Yes,10.1016/j.jct.2024.107324,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,19,3,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-3.7641749108219975,313.15,Triamterene,396-01-0,5546.0,Yes,10.1016/j.jct.2024.107324,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,19,3,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-3.684833000328528,318.15,Triamterene,396-01-0,5546.0,Yes,10.1016/j.jct.2024.107324,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,19,3,0.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,-3.597062614698449,323.15,Triamterene,396-01-0,5546.0,Yes,10.1016/j.jct.2024.107324,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,19,3,0.0
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-5.843222868975937,303.15,Itraconazole,84625-61-6,3793.0,Yes,10.1016/j.jct.2024.107349,705.6470000000002,5.5773000000000055,104.70000000000002,0,9,11,5,49,7,0.3714285714285714
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-5.690973066391709,308.15,Itraconazole,84625-61-6,3793.0,Yes,10.1016/j.jct.2024.107349,705.6470000000002,5.5773000000000055,104.70000000000002,0,9,11,5,49,7,0.3714285714285714
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-5.514576808115639,313.15,Itraconazole,84625-61-6,3793.0,Yes,10.1016/j.jct.2024.107349,705.6470000000002,5.5773000000000055,104.70000000000002,0,9,11,5,49,7,0.3714285714285714
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-5.337648698814036,318.15,Itraconazole,84625-61-6,3793.0,Yes,10.1016/j.jct.2024.107349,705.6470000000002,5.5773000000000055,104.70000000000002,0,9,11,5,49,7,0.3714285714285714
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-5.177715543718212,323.15,Itraconazole,84625-61-6,3793.0,Yes,10.1016/j.jct.2024.107349,705.6470000000002,5.5773000000000055,104.70000000000002,0,9,11,5,49,7,0.3714285714285714
O=C(O)/C=C/c1ccc(Cl)cc1,-3.5317323009507584,283.15,trans-4-chlorocinnamic acid,1615-02-7,637797.0,No,10.1016/j.jct.2024.107350,182.606,2.4378,37.3,1,1,2,1,12,1,0.0
O=C(O)/C=C/c1ccc(Cl)cc1,-3.418433881295345,288.15,trans-4-chlorocinnamic acid,1615-02-7,637797.0,No,10.1016/j.jct.2024.107350,182.606,2.4378,37.3,1,1,2,1,12,1,0.0
O=C(O)/C=C/c1ccc(Cl)cc1,-3.344718647562768,293.15,trans-4-chlorocinnamic acid,1615-02-7,637797.0,No,10.1016/j.jct.2024.107350,182.606,2.4378,37.3,1,1,2,1,12,1,0.0
O=C(O)/C=C/c1ccc(Cl)cc1,-3.284664118530525,298.15,trans-4-chlorocinnamic acid,1615-02-7,637797.0,No,10.1016/j.jct.2024.107350,182.606,2.4378,37.3,1,1,2,1,12,1,0.0
O=C(O)/C=C/c1ccc(Cl)cc1,-3.193064541306426,303.15,trans-4-chlorocinnamic acid,1615-02-7,637797.0,No,10.1016/j.jct.2024.107350,182.606,2.4378,37.3,1,1,2,1,12,1,0.0
O=C(O)/C=C/c1ccc(Cl)cc1,-3.1575142117187083,308.15,trans-4-chlorocinnamic acid,1615-02-7,637797.0,No,10.1016/j.jct.2024.107350,182.606,2.4378,37.3,1,1,2,1,12,1,0.0
O=C(O)/C=C/c1ccc(Cl)cc1,-3.080618398930545,313.15,trans-4-chlorocinnamic acid,1615-02-7,637797.0,No,10.1016/j.jct.2024.107350,182.606,2.4378,37.3,1,1,2,1,12,1,0.0
O=C(O)/C=C/c1ccc(Cl)cc1,-3.019350153486037,318.15,trans-4-chlorocinnamic acid,1615-02-7,637797.0,No,10.1016/j.jct.2024.107350,182.606,2.4378,37.3,1,1,2,1,12,1,0.0
O=C(O)/C=C/c1ccc(Cl)cc1,-2.946351551893598,323.15,trans-4-chlorocinnamic acid,1615-02-7,637797.0,No,10.1016/j.jct.2024.107350,182.606,2.4378,37.3,1,1,2,1,12,1,0.0
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-4.138707080445876,278.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-4.093797327390199,283.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-4.051091088958413,288.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-4.010652229413528,293.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-3.968220223769216,298.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-3.930576652204392,303.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-3.8914373808885694,308.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-3.855047225067206,313.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-3.816799297086536,318.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-3.7751369840296016,323.15,Difenoconazole,119446-68-3,86173.0,No,10.1016/j.jct.2024.107366,406.2690000000001,4.665500000000003,58.400000000000006,0,5,5,3,27,4,0.2631578947368421
OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.7781382062589063,283.15,D-tagatose,41847-61-4,439312.0,No,10.1016/j.jct.2024.107407,180.156,-3.2198,110.38,5,6,1,0,12,1,1.0
OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.8179888661340196,288.15,D-tagatose,41847-61-4,439312.0,No,10.1016/j.jct.2024.107407,180.156,-3.2198,110.38,5,6,1,0,12,1,1.0
OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.8594717968083607,293.15,D-tagatose,41847-61-4,439312.0,No,10.1016/j.jct.2024.107407,180.156,-3.2198,110.38,5,6,1,0,12,1,1.0
OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.8947194684748949,298.15,D-tagatose,41847-61-4,439312.0,No,10.1016/j.jct.2024.107407,180.156,-3.2198,110.38,5,6,1,0,12,1,1.0
OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.93749841114952,303.15,D-tagatose,41847-61-4,439312.0,No,10.1016/j.jct.2024.107407,180.156,-3.2198,110.38,5,6,1,0,12,1,1.0
OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.974451185026851,308.15,D-tagatose,41847-61-4,439312.0,No,10.1016/j.jct.2024.107407,180.156,-3.2198,110.38,5,6,1,0,12,1,1.0
OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,1.0050121431522532,313.15,D-tagatose,41847-61-4,439312.0,No,10.1016/j.jct.2024.107407,180.156,-3.2198,110.38,5,6,1,0,12,1,1.0
OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,1.0385329699945849,318.15,D-tagatose,41847-61-4,439312.0,No,10.1016/j.jct.2024.107407,180.156,-3.2198,110.38,5,6,1,0,12,1,1.0
OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,1.0658747487721227,323.15,D-tagatose,41847-61-4,439312.0,No,10.1016/j.jct.2024.107407,180.156,-3.2198,110.38,5,6,1,0,12,1,1.0
CC(C)(C)CC(C)(C)c1ccc(O)cc1,-4.136784146883684,298.1,4-tert-octylphenol,140-66-9,8814.0,No,10.1016/j.jct.2024.107410,206.329,4.106000000000003,20.23,1,1,2,1,15,1,0.5714285714285714
CC(C)(C)CC(C)(C)c1ccc(O)cc1,-4.067971299405418,303.1,4-tert-octylphenol,140-66-9,8814.0,No,10.1016/j.jct.2024.107410,206.329,4.106000000000003,20.23,1,1,2,1,15,1,0.5714285714285714
CC(C)(C)CC(C)(C)c1ccc(O)cc1,-3.978595965324857,310.1,4-tert-octylphenol,140-66-9,8814.0,No,10.1016/j.jct.2024.107410,206.329,4.106000000000003,20.23,1,1,2,1,15,1,0.5714285714285714
CC(C)(C)CC(C)(C)c1ccc(O)cc1,-3.859749494753868,318.1,4-tert-octylphenol,140-66-9,8814.0,No,10.1016/j.jct.2024.107410,206.329,4.106000000000003,20.23,1,1,2,1,15,1,0.5714285714285714
CC(C)(C)CC(C)(C)c1ccc(O)cc1,-3.679859423865532,328.1,4-tert-octylphenol,140-66-9,8814.0,No,10.1016/j.jct.2024.107410,206.329,4.106000000000003,20.23,1,1,2,1,15,1,0.5714285714285714
CCCCCCCCCc1ccc(O)cc1,-5.655298642658885,298.1,4-n-nonylphenol,104-40-5,1752.0,No,10.1016/j.jct.2024.107410,220.356,4.685300000000005,20.23,1,1,8,1,16,1,0.6
CCCCCCCCCc1ccc(O)cc1,-5.559333644681935,303.1,4-n-nonylphenol,104-40-5,1752.0,No,10.1016/j.jct.2024.107410,220.356,4.685300000000005,20.23,1,1,8,1,16,1,0.6
CCCCCCCCCc1ccc(O)cc1,-5.414532091660965,310.1,4-n-nonylphenol,104-40-5,1752.0,No,10.1016/j.jct.2024.107410,220.356,4.685300000000005,20.23,1,1,8,1,16,1,0.6
CCCCCCCCCc1ccc(O)cc1,-5.115023033479415,318.1,4-n-nonylphenol,104-40-5,1752.0,No,10.1016/j.jct.2024.107410,220.356,4.685300000000005,20.23,1,1,8,1,16,1,0.6
CCCCCCCCCc1ccc(O)cc1,-4.962029778662319,328.1,4-n-nonylphenol,104-40-5,1752.0,No,10.1016/j.jct.2024.107410,220.356,4.685300000000005,20.23,1,1,8,1,16,1,0.6
CCCCCCCCc1ccc(O)cc1,-4.794960527514253,298.1,4-n-octylphenol,1806-26-4,15730.0,No,10.1016/j.jct.2024.107410,206.32900000000004,4.295200000000005,20.23,1,1,7,1,15,1,0.5714285714285714
CCCCCCCCc1ccc(O)cc1,-4.7268246060302745,303.1,4-n-octylphenol,1806-26-4,15730.0,No,10.1016/j.jct.2024.107410,206.32900000000004,4.295200000000005,20.23,1,1,7,1,15,1,0.5714285714285714
CCCCCCCCc1ccc(O)cc1,-4.587532100021665,310.1,4-n-octylphenol,1806-26-4,15730.0,No,10.1016/j.jct.2024.107410,206.32900000000004,4.295200000000005,20.23,1,1,7,1,15,1,0.5714285714285714
CCCCCCCCc1ccc(O)cc1,-4.45497087802644,318.1,4-n-octylphenol,1806-26-4,15730.0,No,10.1016/j.jct.2024.107410,206.32900000000004,4.295200000000005,20.23,1,1,7,1,15,1,0.5714285714285714
CCCCCCCCc1ccc(O)cc1,-4.3387802103158055,328.1,4-n-octylphenol,1806-26-4,15730.0,No,10.1016/j.jct.2024.107410,206.32900000000004,4.295200000000005,20.23,1,1,7,1,15,1,0.5714285714285714
NC(N)=O,1.2715472712448015,293.15,Urea,57-13-6,1176.0,Yes,10.1016/j.jct.2024.107427,60.056,-0.9762000000000002,69.11,2,1,0,0,4,0,0.0
NC(N)=O,1.3628516651631437,303.15,Urea,57-13-6,1176.0,Yes,10.1016/j.jct.2024.107427,60.056,-0.9762000000000002,69.11,2,1,0,0,4,0,0.0
NC(N)=O,1.49078095284664,318.15,Urea,57-13-6,1176.0,Yes,10.1016/j.jct.2024.107427,60.056,-0.9762000000000002,69.11,2,1,0,0,4,0,0.0
Cc1ncc([N+](=O)[O-])n1CCO,-1.315516995241936,293.15,Metronidazole,443-48-1,4173.0,Yes,10.1016/j.jct.2024.107430,171.15599999999998,0.0920199999999999,81.19,1,4,3,1,12,1,0.5
Cc1ncc([N+](=O)[O-])n1CCO,-1.237381810905911,298.45,Metronidazole,443-48-1,4173.0,Yes,10.1016/j.jct.2024.107430,171.15599999999998,0.0920199999999999,81.19,1,4,3,1,12,1,0.5
Cc1ncc([N+](=O)[O-])n1CCO,-1.0939629013180896,306.95,Metronidazole,443-48-1,4173.0,Yes,10.1016/j.jct.2024.107430,171.15599999999998,0.0920199999999999,81.19,1,4,3,1,12,1,0.5
Cc1ncc([N+](=O)[O-])n1CCO,-1.0755187757789129,308.65,Metronidazole,443-48-1,4173.0,Yes,10.1016/j.jct.2024.107430,171.15599999999998,0.0920199999999999,81.19,1,4,3,1,12,1,0.5
Cc1ncc([N+](=O)[O-])n1CCO,-1.0015234987535095,313.15,Metronidazole,443-48-1,4173.0,Yes,10.1016/j.jct.2024.107430,171.15599999999998,0.0920199999999999,81.19,1,4,3,1,12,1,0.5
Cc1ncc([N+](=O)[O-])n1CCO,-0.9242951225998672,318.05,Metronidazole,443-48-1,4173.0,Yes,10.1016/j.jct.2024.107430,171.15599999999998,0.0920199999999999,81.19,1,4,3,1,12,1,0.5
Cc1ncc([N+](=O)[O-])n1CCO,-0.837244274491838,322.95,Metronidazole,443-48-1,4173.0,Yes,10.1016/j.jct.2024.107430,171.15599999999998,0.0920199999999999,81.19,1,4,3,1,12,1,0.5
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-4.871310949496881,298.15,Itraconazole,84625-61-6,3793.0,Yes,10.1016/j.jct.2025.107455,705.6470000000002,5.5773000000000055,104.70000000000002,0,9,11,5,49,7,0.3714285714285714
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,-5.107698154737859,298.15,"2,5-diphenyl-1,3-oxazole (PPO)",92-71-7,7105.0,No,10.1016/j.molliq.2008.07.011,221.259,4.008600000000002,26.03,0,2,2,3,17,3,0.0
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,-4.386261516795057,288.2,Imperatorin,482-44-0,10212.0,No,10.1016/j.molliq.2011.12.014,270.28400000000005,3.8842000000000025,52.58,0,4,3,3,20,3,0.1875
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,-4.24401870151806,293.2,Imperatorin,482-44-0,10212.0,No,10.1016/j.molliq.2011.12.014,270.28400000000005,3.8842000000000025,52.58,0,4,3,3,20,3,0.1875
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,-4.230435441559297,298.2,Imperatorin,482-44-0,10212.0,No,10.1016/j.molliq.2011.12.014,270.28400000000005,3.8842000000000025,52.58,0,4,3,3,20,3,0.1875
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,-4.245063479069406,303.2,Imperatorin,482-44-0,10212.0,No,10.1016/j.molliq.2011.12.014,270.28400000000005,3.8842000000000025,52.58,0,4,3,3,20,3,0.1875
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,-4.128292434856592,308.2,Imperatorin,482-44-0,10212.0,No,10.1016/j.molliq.2011.12.014,270.28400000000005,3.8842000000000025,52.58,0,4,3,3,20,3,0.1875
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,-4.09705689786069,313.2,Imperatorin,482-44-0,10212.0,No,10.1016/j.molliq.2011.12.014,270.28400000000005,3.8842000000000025,52.58,0,4,3,3,20,3,0.1875
